,BAA,SI,AAA,PPIR,CAPE,INDPRO,BBY,INF,ADVDECL,URR,SIM,ASP,DTOM,CLOSE,LOW,HIGH,OPEN,PER,EPS,CRP,TOM,FOMC,RELINF,CATY,DVY,FEDFUNDS,US3M,ASPFWR5,UR,HS,TERM,US10YR,DXY,NOS,NAPMNEWO,NAPMPRIC,NAPMPMI,LTIME,RV,HTIME,BDIY
1985-04-11,13.61,2.64,12.23,0,10.9562530944824,526.773227251417,0.0,0.035427352611233004,0.0,0,1,8.461527548417,0,180.19,179.42,180.91,179.42,10.75119332,16.76,1.38,0,0,0.0,23.720015048186898,0.042092254,8.81,8.04,0.0029054281491573603,7.3,1638.0,3.0810000000000004,11.395999999999999,148.82,0.128032919,51.8,44.8,49.9,32520.0,6.389390692999999,42720.0,1024.0
1985-04-12,13.61,2.64,12.23,0,10.9773669573765,526.773227251417,0.0,0.035427352611233004,0.0,0,1,8.47943343056584,0,180.54,180.06,180.55,180.19,10.77207637,16.76,1.38,0,0,0.0,23.766112578774198,0.04202384,8.49,8.05,0.00245849286453923,7.3,1638.0,3.083,11.386,148.23,0.128032919,51.8,44.8,49.9,34980.0,2.993940808,47760.0,1028.0
1985-04-15,13.61,2.64,12.19,0,11.000304371291401,526.773227251417,0.0,0.0325076425078983,0.0,0,1,8.49875143113818,0,180.92,180.45,181.15,180.54,10.7947494,16.76,1.42,0,0,-0.00233576808266776,23.8161533862075,0.041948735,8.57,8.07,-0.001908063589788,7.3,1638.0,3.043,11.332,146.85,0.128032919,51.8,44.8,49.9,35400.0,2.526171424,45060.0,1064.0
1985-04-16,13.61,2.64,12.08,0,11.017161109272001,529.012093426742,0.0,0.0325076425078983,0.0,0,1,8.513375254722341,0,181.2,180.19,181.78,180.92,10.81145585,16.76,1.53,0,0,-0.00175182606200082,23.8530243500036,0.041897053,8.3,7.93,0.00305597500355092,7.3,1895.0,2.99,11.214,146.79,0.128032919,51.8,44.8,49.9,42900.0,7.841690712,52440.0,1064.0
1985-04-17,13.61,2.64,12.12,0,10.994505151634801,529.012093426742,0.0,0.037200283686091004,0.0,0,1,8.537398267874652,0,181.68,181.14,181.91,181.2,10.84009547,16.76,1.49,0,0,0.0025862289012202697,23.8043390168918,0.041799466,8.09,7.79,0.00250143523227169,7.3,1895.0,3.214,11.267000000000001,146.98,0.128032919,51.8,44.8,49.9,45660.0,4.215560975,40140.0,1058.0
1985-04-18,13.61,2.64,12.03,0,10.9435471979386,529.012093426742,0.0,0.037200283686091004,0.0,0,1,8.49939676605833,0,180.84,180.75,182.56,181.68,10.78997613,16.76,1.58,0,0,0.00223164268624867,23.6943680253088,0.04200679,7.84,7.71,0.0135365158721021,7.3,1895.0,3.1519999999999997,11.129000000000001,144.83,0.128032919,51.8,44.8,49.9,51240.0,5.766403834,33240.0,1056.0
1985-04-19,13.61,2.64,12.02,0,10.959761479672,529.012093426742,0.0,0.037200283686091004,0.0,0,1,8.51355817577311,1,181.11,180.42,181.25,180.84,10.80608592,16.76,1.59,0,0,0.0018770564712770699,23.7298273267493,0.041957312999999996,7.6,7.79,0.0052086044551541795,7.3,1895.0,3.09,11.129000000000001,144.83,0.128032919,51.8,44.8,49.9,38220.0,3.448398814,53880.0,1059.0
1985-04-22,13.61,2.64,11.98,0,10.9348261739557,529.012093426742,0.0,0.037200283686091004,0.0,0,1,8.49575682113845,2,180.7,180.25,181.23,181.11,10.78162291,16.76,1.63,0,0,0.0009385282356385369,23.6761840045332,0.042065688,7.52,7.67,-0.00106757814750397,7.3,1895.0,3.2,11.097999999999999,146.36,0.128032919,51.8,44.8,49.9,42300.0,3.430517132,33120.0,1062.0
1985-04-23,13.61,2.64,12.07,0,11.0061072292814,529.012093426742,0.0,0.037200283686091004,0.0,0,1,8.552707518693481,3,181.88,180.34,181.97,180.7,10.85202864,16.76,1.54,0,0,0.0,23.830864455234398,0.041805866000000004,7.88,7.78,-0.012007449172748997,7.3,1895.0,3.137,11.171,148.71,0.128032919,51.8,44.8,49.9,34320.0,5.770433887,52860.0,1062.0
1985-04-24,13.44,2.64,12.1,0,11.0289769023688,529.012093426742,0.0,0.037200283686091004,0.0,0,1,8.57204889846002,4,182.26,181.74,182.27,181.88,10.87470167,16.76,1.34,0,0,0.0,23.880719335031,0.041731767,7.81,7.75,-0.0222313329645715,7.3,1895.0,3.2460000000000004,11.257,150.44,0.128032919,51.8,44.8,49.9,50940.0,3.424151885,43140.0,1058.0
1985-04-25,13.44,2.64,12.16,0,11.0996503529417,529.012093426742,0.0,0.037200283686091004,0.0,0,1,8.62854886544575,5,183.43,182.12,183.43,182.26,10.94451074,16.76,1.28,1,0,0.0,24.0340789154162,0.041478562999999996,8.23,7.83,-0.025032238437809,7.3,1895.0,3.282,11.375,151.82,0.128032919,51.8,44.8,49.9,32760.0,4.624635516000001,53340.0,1058.0
1985-04-26,13.44,2.33,12.14,0,11.023885789579401,529.012093426742,0.0,0.037200283686091004,0.0,0,1,8.57122165362745,4,182.18,182.11,183.6,183.43,10.8699284,16.76,1.3,1,0,0.0,23.870349812599002,0.041776231000000004,8.14,7.81,-0.0122232337518606,7.3,1895.0,3.2710000000000004,11.321,151.01,0.034224736,51.8,44.8,49.9,53280.0,3.9137267280000003,34140.0,1057.0
1985-04-29,13.44,2.33,12.22,0,10.929969963029098,529.012093426742,0.0,0.037200283686091004,0.0,0,1,8.49977016275075,3,180.63,180.62,182.34,182.18,10.777446300000001,16.76,1.22,1,0,0.0,23.667306088101896,0.042147897000000004,8.41,7.84,-0.00416333618961774,7.3,1895.0,3.287,11.439,150.37,0.034224736,51.8,44.8,49.9,54000.0,4.220986692,35940.0,1059.0
1985-04-30,13.44,2.33,12.18,0,10.881438551205198,529.012093426742,0.01669337,0.037200283686091004,0.0,0,1,8.46359847136936,2,179.83,178.86,180.63,180.63,10.7297136,16.76,1.26,1,0,0.0,23.555113571003698,0.042348638,8.58,7.85,0.00454895783719521,7.3,1895.0,3.267,11.385,149.7,0.034224736,51.8,44.8,49.9,47520.0,5.496166669,32520.0,1063.0
1985-05-01,13.41,2.33,12.16,0,10.7929724624999,529.012093426742,0.01669337,0.037200283686091004,0.0,0,0,8.39635795303691,1,178.37,178.35,180.04,179.83,10.64260143,16.76,1.25,1,0,0.0,23.356627519677,0.04270862,8.83,7.75,0.0119253522976668,7.3,1895.0,3.2880000000000003,11.288,151.57,0.034224736,51.8,44.8,49.9,53460.0,6.547657748,39420.0,1062.0
1985-05-02,13.41,2.33,12.11,0,10.8315757255275,529.012093426742,0.01669337,0.037200283686091004,0.0,0,0,8.427958307024161,0,179.01,178.37,179.01,178.37,10.68078759,16.76,1.3,0,0,0.0,23.433137170521103,0.042569228,8.83,7.76,0.0155081639056746,7.3,1895.0,3.225,11.224,152.41,0.034224736,51.8,44.8,49.9,32520.0,3.439697274,34920.0,1058.0
1985-05-03,13.41,2.33,12.08,0,10.8961964531535,529.012093426742,0.01669337,0.037200283686091004,0.0,0,0,8.47980899080342,0,180.08,179.01,180.3,179.01,10.74463007,16.76,1.33,0,0,0.0,23.5658269622265,0.042328189,8.28,7.72,0.0224343257620964,7.3,1895.0,3.217,11.182,154.13,0.034224736,51.8,44.8,49.9,32520.0,4.802277384,41280.0,1058.0
1985-05-06,13.41,2.33,12.06,0,10.8906278745384,529.012093426742,0.01669337,0.037200283686091004,0.0,0,0,8.47704530832562,0,179.99,179.82,180.56,180.08,10.73926014,16.76,1.35,0,0,0.0,23.5466843388071,0.04236126,7.97,7.73,0.0247138418534124,7.3,1895.0,3.1039999999999996,11.139000000000001,154.52,0.034224736,51.8,44.8,49.9,53160.0,3.810648829,46080.0,1058.0
1985-05-07,13.41,2.33,12.05,0,10.9370948238573,529.012093426742,0.01669337,0.037200283686091004,0.0,0,0,8.514784832559402,0,180.76,179.87,181.09,179.99,10.78520286,16.76,1.36,0,0,0.0,23.6399944097376,0.042192665,7.98,7.76,0.0164240188250585,7.3,1895.0,3.1260000000000003,11.128,152.3,0.034224736,51.3,44.1,48.2,32580.0,3.486104876,41100.0,1056.0
1985-05-08,13.44,2.33,12.09,0,10.9285008323556,529.012093426742,0.01669337,0.037200283686091004,0.0,0,0,8.50966491672604,0,180.62,179.96,180.76,180.76,10.77684964,16.76,1.35,0,0,0.0,23.614278857806898,0.042237232,7.71,7.82,0.0208334759618339,7.3,1895.0,3.22,11.263,153.27,0.034224736,51.3,44.1,48.2,44040.0,4.065052316,52980.0,1056.0
1985-05-09,13.44,2.33,12.03,0,11.0070340515378,529.012093426742,0.01669337,0.037200283686091004,0.0,0,0,8.57238774872241,0,181.92,180.62,181.97,180.62,10.85441527,16.76,1.41,0,0,0.0,23.776732860245104,0.041947184000000005,8.08,7.74,0.0197128035508098,7.3,1895.0,3.2110000000000003,11.21,150.28,0.034224736,51.3,44.1,48.2,32520.0,3.4452405589999997,53700.0,1053.0
1985-05-10,13.44,2.33,11.91,0,11.149699973869,529.012093426742,0.01669337,0.037200283686091004,0.0,0,0,8.68507977402681,0,184.28,181.92,184.74,181.92,10.99522673,16.76,1.53,0,0,0.0,24.0774824145735,0.041422689,8.18,7.73,0.0162589873118121,7.3,1895.0,3.0460000000000003,11.032,150.64,0.034224736,51.3,44.1,48.2,32520.0,7.604856449,46440.0,1032.0
1985-05-13,13.44,2.33,11.89,0,11.1695407970326,529.012093426742,0.01669337,0.037200283686091004,0.0,0,0,8.70211757197527,0,184.61,184.19,184.61,184.28,11.01491647,16.76,1.55,0,0,0.0,24.112877064391604,0.041361326000000004,8.16,7.71,0.0266665024637817,7.3,1895.0,3.05,11.001,148.73,0.034224736,51.3,44.1,48.2,38880.0,3.1435728430000003,33120.0,1024.0
1985-05-14,13.44,2.33,11.8,0,11.124643316756499,529.012093426742,0.01669337,0.037200283686091004,0.0,0,0,8.66872078244115,0,183.87,183.65,185.17,184.61,10.97076372,16.76,1.64,0,0,0.0,24.008566750489397,0.041540521000000004,8.02,7.6,0.0302593452106199,7.3,1895.0,3.0239999999999996,10.825999999999999,147.53,0.034224736,51.3,44.1,48.2,46320.0,3.91862497,33360.0,1018.0
1985-05-15,13.39,2.33,11.79,0,11.1650548851721,529.012093426742,0.01669337,0.0333205504005019,0.0,0,0,8.70179402146543,0,184.54,183.86,185.43,183.87,11.01073986,16.76,1.6,0,0,-0.0031037866284712896,24.0883451318994,0.041402389,8.17,7.43,0.0209045932077219,7.3,1895.0,3.225,10.877,148.66,0.034224736,51.3,44.1,48.2,32520.0,6.33818555,45780.0,1010.0
1985-05-16,13.39,2.33,11.71,0,11.2117125958756,529.012093426742,0.01669337,0.0351914583363131,0.0,0,0,8.75609219361766,0,185.66,184.54,185.74,184.54,11.07756563,16.76,1.68,0,0,-0.000831113622704473,24.181513088779397,0.041165238,8.24,7.37,0.00974855128905102,7.3,1913.0,3.207,10.795,149.08,0.034224736,51.3,44.1,48.2,32520.0,3.741291108,51660.0,1000.0
1985-05-17,13.39,2.33,11.65,0,11.3178865554638,529.012093426742,0.01669337,0.0351914583363131,0.0,0,0,8.840583245423689,0,187.42,185.47,187.94,185.66,11.18257757,16.76,1.74,0,0,-0.000429348552748898,24.4028748618366,0.040789891,8.0,7.4,0.00398365351825741,7.3,1913.0,3.142,10.644,148.38,0.034224736,51.3,44.1,48.2,33000.0,5.695430487,52740.0,990.0
1985-05-20,13.39,2.33,11.51,0,11.456667657418402,529.012093426742,0.01669337,0.0351914583363131,0.0,0,0,8.95056024932051,0,189.72,187.42,189.98,187.42,11.31980907,16.76,1.88,0,1,-2.7583482793323803e-05,24.694283764057197,0.040306475,7.75,7.26,-0.0104975019998001,7.3,1913.0,3.04,10.543,147.06,0.034224736,51.3,44.1,48.2,32520.0,6.408212042000001,51000.0,990.0
1985-05-21,13.39,2.33,11.52,0,11.4517259152242,529.012093426742,0.01669337,0.0351914583363131,0.0,0,0,8.94827250460224,1,189.64,188.78,189.81,189.72,11.3150358,16.76,1.87,0,0,0.00037418158716225096,24.675823145730902,0.040334569,7.65,7.3,-0.0110267276912309,7.3,1913.0,3.056,10.573,148.2,0.034224736,51.3,44.1,48.2,48720.0,6.519331543,50160.0,984.0
1985-05-22,13.24,2.33,11.49,0,11.386398282297499,529.012093426742,0.01669337,0.0351914583363131,0.0,0,0,8.89879880316335,2,188.56,187.71,189.64,189.64,11.25059666,16.76,1.75,0,0,0.0,24.527344717761803,0.040576744,7.76,7.29,-0.00492744200393896,7.3,1913.0,3.137,10.652999999999999,148.62,0.034224736,51.3,44.1,48.2,46260.0,5.003513869,32520.0,979.0
1985-05-23,13.24,2.33,11.51,0,11.328318258580898,529.012093426742,0.01669337,0.0351914583363131,0.0,0,0,8.85498004974998,3,187.6,187.45,188.56,188.56,11.19331742,16.76,1.73,0,0,0.0,24.394608327505196,0.040795597,7.8,7.24,0.00973025519327445,7.3,1913.0,3.182,10.622,148.94,0.034224736,51.3,44.1,48.2,50100.0,6.395092199,32520.0,974.0
1985-05-24,13.24,2.27,11.48,0,11.369896513945902,529.012093426742,0.01669337,0.0351914583363131,0.0,0,0,8.889036224897788,4,188.29,187.29,188.29,187.6,11.26136364,16.72,1.76,0,0,0.0,24.476418092893,0.040657268999999996,7.46,7.18,0.00485609127318275,7.3,1913.0,3.165,10.562000000000001,149.28,0.034224736,51.3,44.1,48.2,33240.0,3.729448797,54000.0,968.0
1985-05-28,13.24,2.27,11.33,0,11.3438434906076,529.012093426742,0.01669337,0.0351914583363131,0.0,0,0,8.87022369929437,5,187.86,187.38,188.94,188.29,11.23564593,16.72,1.91,1,0,0.0,24.412648849383398,0.040761526,7.71,7.2,0.010952975618047,7.3,1913.0,2.968,10.432,149.98,-0.045521575999999994,51.3,44.1,48.2,49200.0,5.582120122999999,33420.0,954.0
1985-05-29,13.24,2.27,11.29,0,11.332886962581501,529.012093426742,0.01669337,0.0351914583363131,0.0,0,0,8.86321231877422,4,187.68,187.11,187.86,187.86,11.22488038,16.72,1.95,1,0,0.0,24.3814066284001,0.040811826,7.87,7.24,0.0125517323521768,7.3,1913.0,2.96,10.402000000000001,148.82,-0.045521575999999994,51.3,44.1,48.2,39300.0,3.010553826,32520.0,950.0
1985-05-30,13.02,2.27,11.28,0,11.337026580709699,529.012093426742,0.01669337,0.0351914583363131,0.0,0,0,8.868006044125499,3,187.75,187.09,188.04,187.68,11.22906699,16.72,1.74,1,0,0.0,24.3826494166598,0.040807812,7.71,7.18,0.0169027861814153,7.3,1913.0,2.997,10.415999999999999,148.75,-0.045521575999999994,51.3,44.1,48.2,42120.0,3.7158618660000005,34260.0,942.0
1985-05-31,13.02,2.27,11.17,0,11.445629081821801,529.012093426742,0.01669337,0.0351914583363131,0.0,0,0,8.954513759795551,2,189.55,187.45,189.59,187.75,11.33672249,16.72,1.85,1,0,0.0,24.6084142893606,0.040431389,7.64,7.14,0.000116855240519872,7.3,1913.0,2.9619999999999997,10.264000000000001,147.86,-0.045521575999999994,51.3,44.1,48.2,33180.0,6.426285652000001,51300.0,932.0
1985-06-03,13.02,2.27,11.04,0,11.4316530988442,529.012093426742,0.01669337,0.0351914583363131,0.0,0,0,8.94513681458792,1,189.32,188.93,190.36,189.55,11.32296651,16.72,1.98,1,0,0.0,24.5705832599103,0.040491618,7.84,7.02,0.00044231435949704804,7.3,1913.0,2.7969999999999997,10.031,146.94,-0.045521575999999994,51.3,44.1,48.2,52020.0,5.6094519510000005,33420.0,931.0
1985-06-04,13.02,2.27,10.99,0,11.4750405270651,529.012093426742,0.01669337,0.0351914583363131,0.0,0,0,8.9806446397933,0,190.04,188.88,190.27,189.32,11.36602871,16.72,2.03,0,0,0.0,24.6560012215906,0.040349275,7.91,6.96,-0.00583362052102119,7.3,1913.0,2.786,9.945,147.55,-0.045521575999999994,51.3,44.1,48.2,34080.0,5.79149042,52560.0,930.0
1985-06-05,12.69,2.27,10.88,0,11.4821982948331,529.012093426742,0.01669337,0.0351914583363131,0.0,0,0,8.98780438995516,0,190.16,190.04,191.02,190.04,11.37320574,16.72,1.81,0,0,0.0,24.663540174197603,0.040334873,7.87,6.92,-0.0140536886716087,7.3,1913.0,2.701,9.859,148.47,-0.045521575999999994,51.3,44.1,48.2,32520.0,4.465831116,33900.0,931.0
1985-06-06,12.69,2.27,10.82,0,11.536453446547101,529.012093426742,0.01669337,0.0351914583363131,0.0,0,0,9.03183158294682,0,191.06,189.13,191.06,189.75,11.42703349,16.72,1.87,0,0,0.0,24.7721688757247,0.040155881000000004,7.77,6.98,-0.0309935324397678,7.3,1913.0,2.728,9.916,147.67,-0.045521575999999994,51.3,44.1,48.2,34020.0,6.059100087000001,54000.0,932.0
1985-06-07,12.69,2.27,10.92,0,11.4530395009815,529.012093426742,0.01669337,0.0351914583363131,0.0,0,0,8.968085360115401,0,189.68,189.55,191.29,191.06,11.34449761,16.72,1.77,0,0,0.0,24.5852661805963,0.040459119,7.6,7.15,-0.0142332533984254,7.3,1913.0,2.842,10.218,148.54,-0.045521575999999994,49.5,48.7,47.1,50760.0,3.751053769,33960.0,930.0
1985-06-10,12.69,2.27,10.94,0,11.4426871715142,529.012093426742,0.01669337,0.0351914583363131,0.0,0,0,8.961537446192722,0,189.51,188.82,189.68,189.68,11.33433014,16.72,1.75,0,0,0.0,24.555275543557897,0.040506511,7.76,7.23,-0.0163791706184502,7.3,1913.0,2.6860000000000004,10.068,149.41,-0.045521575999999994,49.5,48.7,47.1,42240.0,3.339086923,32520.0,926.0
1985-06-11,12.69,2.27,10.89,0,11.4142210929139,529.012093426742,0.01669337,0.0351914583363131,0.0,0,0,8.940802058870212,0,189.04,188.78,189.61,189.51,11.3062201,16.72,1.8,0,0,0.0,24.486466093780304,0.040618346,7.62,7.15,-0.00955253975071897,7.3,1913.0,,,148.84,-0.045521575999999994,49.5,48.7,47.1,45900.0,3.7375653310000003,32880.0,922.0
1985-06-12,12.36,2.27,10.88,0,11.3277912339856,529.012093426742,0.01669337,0.0351914583363131,0.0,0,0,8.874659229003369,0,187.61,187.59,189.04,189.04,11.22069378,16.72,1.48,0,0,0.0,24.293452891610304,0.040939157000000004,7.4,7.09,-0.00574360715474506,7.3,1913.0,2.86,10.144,148.77,-0.045521575999999994,49.5,48.7,47.1,54000.0,5.299398222,44220.0,919.0
1985-06-13,12.36,2.27,10.92,0,11.1900406122467,529.012093426742,0.01669337,0.0332572217564824,0.0,0,0,8.76829708848408,0,185.33,185.03,187.61,187.61,11.08433014,16.72,1.44,0,0,-0.0015473892638645699,23.9906282845749,0.041454154,7.38,6.97,0.00702552673786183,7.3,1913.0,2.989,10.125,149.14,-0.045521575999999994,49.5,48.7,47.1,53280.0,5.516602542,32580.0,917.0
1985-06-14,12.36,2.27,10.79,0,11.296825257809902,528.692255401696,0.01669337,0.0332572217564824,0.0,0,0,8.8535296845811,0,187.1,185.33,187.1,185.33,11.19019139,16.72,1.57,0,0,-0.00116054194789843,24.2120217592521,0.041072171,7.27,6.7,0.0128233215567181,7.3,1913.0,3.093,10.027999999999999,147.57,-0.045521575999999994,49.5,48.7,47.1,32520.0,3.93130976,52140.0,926.0
1985-06-17,12.36,2.27,10.81,0,11.241328771766401,528.692255401696,0.01669337,0.035124635931278,0.0,0,0,8.82804836193607,0,186.53,185.98,187.1,187.1,11.15610048,16.72,1.55,0,0,0.00072023670790422,24.0856141908991,0.041207891,7.25,6.77,0.0134353724921462,7.3,1913.0,3.011,9.941,147.72,-0.045521575999999994,49.5,48.7,47.1,42900.0,3.5722222510000003,32520.0,928.0
1985-06-18,12.36,2.27,10.75,0,11.2900748472807,528.692255401696,0.01669337,0.035124635931278,0.0,0,0,8.867875053430481,0,187.34,186.51,187.65,186.53,11.20454545,16.72,1.61,0,0,0.0007336011889112339,24.1825328929041,0.041039888999999996,6.77,6.66,0.0122075019028809,7.3,1663.0,3.043,9.908,146.34,-0.045521575999999994,49.5,48.7,47.1,32640.0,6.0297765629999995,34380.0,925.0
1985-06-19,12.32,2.27,10.83,0,11.247217900436699,528.692255401696,0.01669337,0.035124635931278,0.0,0,0,8.83575813768439,1,186.63,186.63,187.98,187.34,11.16208134,16.72,1.49,0,0,0.000746965669918255,24.083276023238103,0.041206224,6.73,6.74,0.0176803496620633,7.3,1663.0,3.069,10.027000000000001,145.92,-0.045521575999999994,49.5,48.7,47.1,54000.0,4.7682597069999995,44340.0,918.0
1985-06-20,12.32,2.27,10.92,0,11.253175714421198,528.692255401696,0.01669337,0.035124635931278,0.0,0,0,8.84198421301295,2,186.73,185.97,186.75,186.63,11.1680622,16.72,1.4,0,0,0.00037348283495912404,24.0885707699817,0.041194357,7.34,6.83,0.0232781549393176,7.3,1663.0,3.0839999999999996,10.23,148.05,-0.045521575999999994,49.5,48.7,47.1,49860.0,3.823924215,33540.0,911.0
1985-06-21,12.32,2.55,11.01,0,11.426854892255399,528.692255401696,0.01669337,0.035124635931278,0.0,0,0,8.97984908194966,3,189.61,186.43,189.66,186.73,11.57570208,16.38,1.31,0,0,0.0,24.452255008632196,0.040578697999999996,7.41,7.04,0.0112246460968489,7.3,1663.0,3.057,10.328,147.59,-0.045521575999999994,49.5,48.7,47.1,33300.0,8.084207796,53940.0,896.0
1985-06-24,12.32,2.55,11.07,0,11.399250234869001,528.692255401696,0.01669337,0.035124635931278,0.0,0,0,8.95955588065262,4,189.15,187.84,189.61,188.77,11.54761905,16.38,1.25,0,0,0.0,24.385135917025398,0.040687453,7.59,7.06,0.0166868940087072,7.3,1663.0,3.109,10.405999999999999,147.75,-0.045521575999999994,49.5,48.7,47.1,34980.0,5.8704149029999995,32520.0,892.0
1985-06-25,12.32,2.55,11.13,0,11.434924512975199,528.692255401696,0.01669337,0.035124635931278,0.0,0,0,8.98899513634366,5,189.74,189.15,190.96,189.15,11.58363858,16.38,1.19,1,0,0.0,24.4533586265093,0.040570973999999996,7.6,7.09,0.0114041727564511,7.3,1663.0,3.208,10.515,147.8,-0.045521575999999994,49.5,48.7,47.1,32520.0,5.604198037000001,42840.0,891.0
1985-06-26,12.37,2.55,11.17,0,11.4543273666447,528.692255401696,0.01669337,0.035124635931278,0.0,0,0,9.00564794040798,4,190.06,189.44,190.26,189.74,11.6031746,16.38,1.2,1,0,0.0,24.486739628578,0.040512687,7.46,6.99,0.0068105004394369605,7.3,1663.0,3.2560000000000002,10.445,146.74,-0.039233567999999996,49.5,48.7,47.1,33960.0,3.989639975,45480.0,890.0
1985-06-27,12.37,2.55,11.09,0,11.524957916904599,528.692255401696,0.01669337,0.035124635931278,0.0,0,0,9.06257921321116,3,191.23,190.06,191.36,190.06,11.67460317,16.38,1.28,1,0,0.0,24.6295273644111,0.040274779,7.74,6.9,0.00625129188691034,7.3,1663.0,3.282,10.386,147.33,-0.039233567999999996,49.5,48.7,47.1,32520.0,4.520213634,52500.0,884.0
1985-06-28,12.37,2.55,10.99,0,11.562442345585499,528.692255401696,0.01669337,0.035124635931278,0.0,0,0,9.09345857956409,2,191.85,191.04,191.85,191.23,11.71245421,16.38,1.38,1,0,0.0,24.701383391161603,0.040154966,7.95,6.83,-6.76481892608449e-05,7.3,1663.0,3.1710000000000003,10.179,146.12,-0.039233567999999996,49.5,48.7,47.1,37260.0,3.280576828,33900.0,872.0
1985-07-01,12.37,2.55,10.98,0,11.5975166976455,528.692255401696,0.01669337,0.035124635931278,0.0,0,0,9.12244708154787,1,192.43,191.17,192.43,191.85,11.74786325,16.38,1.39,1,0,0.0,24.768021100343297,0.040044246,8.12,6.87,-0.00769140922553335,7.3,1663.0,2.985,10.187999999999999,146.44,-0.039233567999999996,49.5,48.7,47.1,42720.0,4.745038784,53400.0,864.0
1985-07-02,12.37,2.55,10.95,0,11.572322300180799,528.692255401696,0.01669337,0.035124635931278,0.0,0,0,9.10403376590482,0,192.01,191.84,192.63,192.43,11.72222222,16.38,1.42,0,0,0.0,24.7059646758713,0.040142172000000004,8.13,6.95,0.00136274141231593,7.3,1663.0,3.029,10.187999999999999,146.61,-0.039233567999999996,49.5,48.7,47.1,53460.0,3.327545672,44220.0,854.0
1985-07-03,12.56,2.55,10.93,0,11.5386894937013,528.692255401696,0.01669337,0.035124635931278,0.0,0,0,9.07897940792841,0,191.45,191.37,192.07,192.01,11.68803419,16.38,1.63,0,0,0.0,24.625965435762897,0.040269953,8.58,7.02,0.00723161906643002,7.3,1663.0,2.957,10.187999999999999,146.09,-0.039233567999999996,49.5,48.7,47.1,52620.0,2.592675809,33420.0,838.0
1985-07-05,12.56,2.55,10.76,0,11.6032969920552,528.692255401696,0.01669337,0.035124635931278,0.0,0,0,9.13121909734209,0,192.52,191.45,192.67,191.45,11.75335775,16.38,1.8,0,0,0.0,24.755570816585102,0.040056445,8.05,6.77,0.0034673917343099802,7.3,1663.0,2.967,9.975,145.0,-0.039233567999999996,49.5,48.7,47.1,32520.0,3.639654925,51840.0,807.0
1985-07-08,12.56,2.55,10.8,0,11.5678554886372,528.692255401696,0.01669337,0.035124635931278,0.0,0,0,9.104733595686131,0,191.93,191.26,192.52,192.47,11.71733822,16.38,1.76,0,0,0.0,24.671733287239398,0.040189917,8.13,6.92,0.0035905387045285205,7.3,1663.0,2.863,10.003,143.96,-0.039233567999999996,49.5,48.7,47.1,41820.0,3.86324314,32580.0,803.0
1985-07-09,12.56,2.55,10.82,0,11.5149343344298,528.692255401696,0.01669337,0.035124635931278,0.0,0,0,9.0644867799615,0,191.05,190.81,191.93,191.93,11.66361416,16.38,1.74,0,1,0.0,24.550722155665003,0.040385422000000004,7.96,6.96,0.018514291025148,7.3,1663.0,2.895,10.012,142.82,-0.039233567999999996,49.5,48.7,47.1,48840.0,3.423777287,32520.0,801.0
