,BAA,SI,AAA,PPIR,CAPE,INDPRO,BBY,INF,ADVDECL,URR,SIM,ASP,DTOM,CLOSE,LOW,HIGH,OPEN,PER,EPS,CRP,TOM,FOMC,RELINF,CATY,DVY,FEDFUNDS,US3M,ASPFWR5,UR,HS,TERM,US10YR,DXY,NOS,NAPMNEWO,NAPMPRIC,NAPMPMI,LTIME,RV,HTIME,BDIY,DEL,VRP,VIX,PTB,IC,LOAN,BER,NYSEADV,PUC,PCR,sentiment2,sentiment3,sentiment1,Hulbert.sentiment
2000-06-15,8.40999985,4.1,7.6,0,40.4271410172906,874.754460521812,0.008664995,0.0302245229087266,1.041981922,0,0,104.01832804956,0,1478.73,1464.62,1482.04,1470.54,29.56868626,50.01,0.8099998500000011,0,0,0.000350364973459881,57.3262620898555,0.011153645,6.7,5.65,-0.0159697566583686,4.1,1663.0,0.19699999999999998,6.05,106.88,0.024276386,51.5,65.7,53.2,35640.0,13.78958688,53340.0,1577.0,2.02,0.00905900868258085,20.68,4.9667,39.9953,24.6,1.9747,1385.0,71.23,0.43,0.012341,-0.007667,-0.032829000000000004,0.522
2000-06-16,8.40999985,4.1,7.6,0,40.0255684558028,874.754460521812,0.008664995,0.0302245229087266,1.002269582,0,0,103.16564516484002,0,1464.46,1460.42,1480.77,1478.73,29.49566969,49.65,0.8099998500000011,0,0,0.000233576648973256,56.7668241516319,0.011365199,6.46,5.64,-0.0163611634646259,4.1,1592.0,0.142,5.971,105.96,0.024276386,51.5,65.7,53.2,52740.0,11.37160848,30660.0,1586.0,2.02,0.00958273902178184,20.5,4.9185,39.9037,24.6,1.9044,1298.0,55.54,0.47,0.012404,-0.004618,-0.012713,0.48200000000000004
2000-06-19,8.35999966,4.1,7.66,0,40.603123083811795,874.754460521812,0.008664995,0.0302245229087266,0.994186435,0,0,104.4851805842,0,1486.0,1459.05,1488.93,1464.46,30.227827500000004,49.16,0.69999966,0,0,0.000116788324486628,57.59512482972939,0.011202591000000001,6.51,5.64,-0.0162729666316278,4.1,1592.0,0.213,5.999,106.33,0.024276386,51.5,65.7,53.2,30720.0,10.96697371,52980.0,1592.0,2.02,0.010282906908718999,20.63,5.0299,39.9668,24.6,1.9297,1413.0,56.18,0.39,0.010962999999999999,-0.002849,-0.004744,0.48200000000000004
2000-06-20,8.38000011,4.1,7.67,0,40.3174484515608,874.754460521812,0.008664995,0.0302245229087266,0.93632663,0,0,104.11134458799,0,1475.95,1470.18,1487.32,1486.0,30.023393,49.16,0.710000109999999,0,0,0.0,57.199149612899596,0.011280707,6.49,5.62,-0.0200846051070731,4.1,1592.0,0.223,6.02,106.64,0.024276386,51.5,65.7,53.2,51900.0,14.61190291,34620.0,1599.0,2.02,0.0124424638632746,20.88,4.9918,40.0359,24.6,1.9448,1266.0,30.82,0.48,0.013347,-0.004889,-0.011334,0.522
2000-06-21,8.39000034,4.1,7.73,0,40.3931110115455,874.754460521812,0.008664995,0.0302245229087266,0.87385375,0,0,104.06736007401,1,1479.13,1468.0,1482.19,1475.95,30.00263692,49.3,0.66000034,0,0,0.0,57.3158910858049,0.011251918,6.47,5.64,-0.0168635453597124,4.1,1592.0,0.317,6.1129999999999995,107.43,0.024276386,51.5,65.7,53.2,30900.0,13.01699593,52440.0,1612.0,2.02,0.0142623171475422,20.61,5.0092,39.8404,24.6,2.0302,1235.0,49.88,0.43,0.011470000000000001,-0.0054,-0.0039759999999999995,0.502
2000-06-22,8.46000004,4.1,7.76,0,39.646148839976895,874.754460521812,0.008664995,0.0302245229087266,0.827177658,0,0,102.48391757077,2,1452.18,1448.03,1479.13,1479.13,29.45001014,49.31,0.700000040000001,0,0,0.0,56.2655408614759,0.011492515,6.52,5.66,-0.0110183048303892,4.1,1592.0,0.278,6.104,107.94,0.024276386,51.5,65.7,53.2,52740.0,14.02209848,30660.0,1620.0,2.02,0.0212528528119191,22.0,4.917,40.0873,24.6,2.0256,1008.0,84.03,0.46,0.012695999999999999,-0.002497,0.009607,0.502
2000-06-23,8.48999977,4.9,7.81,0,39.343138328731996,874.754460521812,0.008664995,0.0302245229087266,0.817171502,0,0,101.60422729119,3,1441.48,1438.31,1459.94,1452.18,29.23894523,49.3,0.679999770000001,0,0,0.0,55.8451339429265,0.011576012,6.51,5.69,0.0051632344260943,4.1,1592.0,0.34099999999999897,6.185,108.1,0.024276386,51.5,65.7,53.2,52920.0,12.54326758,31080.0,1624.0,2.02,0.0259807874302263,22.34,4.8846,40.14,24.6,2.0949,1191.0,31.14,0.53,0.012906,-0.0043100000000000005,-0.023457,0.502
2000-06-26,8.52999973,4.9,7.78,0,39.709613030549605,874.754460521812,0.008664995,0.0302245229087266,0.824483365,0,0,102.91271309689002,4,1455.31,1441.48,1459.66,1441.48,29.50750203,49.32,0.74999973,0,0,0.0,56.3751601292459,0.011340312,6.63,5.65,0.00604082890923611,4.1,1592.0,0.30000000000000104,6.102,108.2,0.024276386,51.5,65.7,53.2,30660.0,10.82763416,37500.0,1626.0,2.02,0.0280530242932381,22.45,4.9318,40.257,24.6,2.0134,1484.0,93.77,0.47,0.012342,-0.003442,0.010933,0.502
2000-06-27,8.52000046,4.9,7.74,0,39.5688819653494,874.754460521812,0.008664995,0.0302245229087266,0.8659911259999999,0,0,102.15400134331999,5,1450.55,1450.55,1463.44,1455.31,29.47673237,49.21,0.78000046,1,1,0.0,56.1851192957376,0.011368571000000001,6.56,5.65,-0.00475525051051765,4.1,1592.0,0.278,6.085,107.36,0.024276386,51.5,65.7,53.2,53460.0,10.87958512,32820.0,1625.0,2.02,0.0271173532519878,21.8,4.9105,40.5114,24.6,1.9964,1647.0,107.03,0.47,0.012440000000000001,-0.006239,-0.006698999999999999,0.502
2000-06-28,8.47999954,4.9,7.76,0,39.6745376959079,874.754460521812,0.008664995,0.0302245229087266,0.92939149,0,0,102.43993305679001,4,1454.82,1450.55,1467.6,1450.55,29.59357201,49.16,0.71999954,1,0,0.0,56.344588136291705,0.011413288,6.5,5.64,0.000199024317475364,4.1,1592.0,0.30399999999999894,6.1,107.67,0.008323025,51.5,65.7,53.2,30660.0,12.57414363,48780.0,1621.0,2.02,0.021259557045458996,20.29,4.9263,40.4899,24.6,2.0013,1779.0,166.32,0.53,0.011225,-0.007168000000000001,-0.024021,0.502
2000-06-29,8.51000023,4.9,7.68,0,39.324772624554896,874.754460521812,0.008664995,0.0302245229087266,1.004100861,0,0,101.47227374925,3,1442.39,1434.63,1455.14,1454.82,29.29305443,49.24,0.83000023,1,0,0.0,55.8575881793492,0.011475633999999998,6.76,5.67,0.025642043765207994,4.1,1592.0,0.201000000000001,6.027,106.91,0.008323025,51.5,65.7,53.2,37500.0,15.70249775,48360.0,1618.0,2.02,0.0193455912189142,19.7,4.8853,40.5971,24.6,1.9409,1456.0,170.03,0.42,0.013359000000000001,-0.006364,-0.032508999999999996,0.5820000000000001
2000-06-30,8.43999958,4.9,7.69,0,39.6461424425544,874.754460521812,0.008664995,0.0302245229087266,1.052051967,0,0,102.24197037128,2,1454.6,1438.71,1454.68,1442.39,29.092,50.0,0.74999958,1,0,0.0,56.324560837251,0.011399388,6.86,5.7,0.0163939528216045,4.1,1592.0,0.175999999999999,6.031000000000001,106.84,0.008323025,51.5,65.7,53.2,31860.0,11.50903158,53820.0,1616.0,2.02,0.0191408606478086,19.54,4.814,40.1181,24.6,1.9648,1511.0,47.4,0.45,0.01324,-0.006511,-0.023061,0.5820000000000001
2000-07-03,8.43000031,4.9,7.67,0,40.041415891794706,874.754460521812,0.008664995,0.0302245229087266,1.118306003,0,0,103.64947481861,1,1469.54,1450.85,1469.58,1454.6,29.18649454,50.35,0.760000310000001,1,0,0.0,56.8969009592498,0.011287756999999999,7.03,5.87,0.0048325555944131,4.1,1592.0,0.0940000000000003,5.989,107.09,0.008323025,51.5,65.7,53.2,31920.0,8.887969578,43080.0,1613.0,2.02,0.0214934883348169,19.83,4.8572,40.1215,24.6,1.952,1961.0,58.73,0.57,0.011705,-0.005324000000000001,-0.024272,0.564
2000-07-05,8.40999985,4.9,7.66,0,39.3945449348027,874.754460521812,0.008664995,0.0302245229087266,1.120447622,0,0,101.78016534711,0,1446.23,1442.45,1469.54,1469.54,28.71783161,50.36,0.74999985,0,0,0.0,55.988725102306795,0.011455121,6.52,5.81,0.0295486857042747,4.1,1592.0,0.00100000000000033,5.984,107.12,0.008323025,51.5,65.7,53.2,53040.0,13.05240114,30780.0,1607.0,2.02,0.0271051954830174,21.16,4.7772,40.2573,24.6,1.9536,1485.0,68.64,0.49,0.011355,-0.007064,-0.035566,0.48100000000000004
2000-07-06,8.39000034,4.9,7.71,0,39.667299924571296,874.754460521812,0.008664995,0.0302245229087266,1.087127371,1,0,102.57188659873002,0,1456.67,1439.56,1461.65,1446.23,29.04047049,50.16,0.68000034,0,0,0.0,56.3868474339783,0.011444967,6.51,5.84,0.0261907548147853,4.1,1592.0,0.0339999999999998,6.047999999999999,107.4,0.007456538,51.5,65.7,53.2,35160.0,11.82808137,52500.0,1603.0,2.02,0.0263305591929292,20.94,4.7612,40.2449,24.6,2.0152,1610.0,58.15,0.51,0.011446,-0.004973,-0.021734,0.439
2000-07-07,8.43000031,4.9,7.66,0,40.2608786142084,874.754460521812,0.008664995,0.0302245229087266,1.127197342,0,0,104.22127350033001,0,1478.9,1456.67,1484.12,1456.67,29.48953141,50.15,0.77000031,0,0,0.0,57.240882988642795,0.011272933,6.42,5.85,0.0199965036068911,4.0,1592.0,-0.0309999999999997,6.001,107.65,0.007456538,51.5,65.7,53.2,30660.0,9.844650706,51600.0,1601.0,2.02,0.0198039273517749,19.22,4.8348,40.2765,24.6,1.9842,1836.0,36.62,0.37,0.013091,-0.003547,-0.011788,0.439
2000-07-10,8.38000011,4.9,7.67,0,40.1598416611858,874.754460521812,0.008664995,0.0302245229087266,1.134394885,0,0,104.04533544441999,0,1475.62,1474.76,1486.56,1478.9,29.41826156,50.16,0.710000109999999,0,0,0.0,57.107529974897005,0.011296811,6.51,5.88,0.0200314149285815,4.0,1592.0,-0.0169999999999995,6.035,106.91,0.007456538,50.0,62.9,51.4,36900.0,9.922564109,46200.0,1600.0,2.02,0.0244167731346129,20.33,4.8235,40.0877,24.6,2.0043,1576.0,22.28,0.4,0.012988,-0.006275,-0.004666,0.523
2000-07-11,8.38000011,4.9,7.69,0,40.2912262401951,874.754460521812,0.008664995,0.0302245229087266,1.0756618070000001,0,0,104.26525801430999,0,1480.88,1470.48,1488.77,1475.62,29.523126,50.16,0.690000109999999,0,0,0.0,57.3046110061183,0.011251768999999998,6.39,5.92,0.009703200624792921,4.0,1592.0,-0.0789999999999997,6.047999999999999,107.09,0.007456538,50.0,62.9,51.4,31080.0,13.16782641,36540.0,1601.0,2.02,0.0232869344090902,20.11,4.8413,38.0075,24.6,2.015,1592.0,37.92,0.47,0.012773999999999999,-0.006518,-0.017559,0.523
2000-07-12,8.39000034,4.9,7.61,0,40.606975101138,874.754460521812,0.008664995,0.0302245229087266,1.101593241,0,0,104.94705035358,0,1492.92,1480.88,1497.69,1480.88,29.77502992,50.14,0.78000034,0,0,0.0,57.763696700577704,0.011198798000000001,6.38,5.99,-0.004886155298021871,4.0,1592.0,-0.0979999999999999,6.08,108.04,0.007456538,50.0,62.9,51.4,30660.0,10.74930448,49920.0,1604.0,2.02,0.0228499096017496,20.03,4.8786,37.5875,24.6,2.037,1683.0,61.09,0.34,0.011285,-0.003279,0.014478,0.564
2000-07-13,8.38000011,4.9,7.62,1,40.6745074407037,874.754460521812,0.008664995,0.0302245229087266,1.076003375,0,0,105.40885537775999,0,1495.84,1489.65,1501.39,1492.92,29.79760956,50.2,0.760000109999999,0,0,0.0,57.8697771757462,0.011188075,6.5,5.98,0.00450318931524019,4.0,1592.0,-0.172,6.005,108.54,0.007456538,50.0,62.9,51.4,32880.0,9.501010551,48120.0,1609.0,2.02,0.0233913327601021,20.03,4.8874,37.1197,24.6,1.9784,1429.0,46.04,0.37,0.012792,-0.005352,0.010332,0.606
2000-07-14,8.31000042,4.9,7.67,0,41.047012210294,877.44257729573,0.008664995,0.0302245229087266,1.043307206,0,0,106.44252382887,0,1509.98,1494.56,1509.99,1495.84,30.07928287,50.2,0.64000042,0,0,0.0,58.409657201634296,0.011074981000000001,6.51,5.97,-0.0249568214860668,4.0,1592.0,-0.0780000000000003,6.096,108.45,0.007456538,50.0,62.9,51.4,33600.0,9.360459387,53940.0,1616.0,2.02,0.0211834901476975,19.32,4.9312,36.8653,24.6,2.0501,1555.0,51.37,0.33,0.011705,-0.003703,0.013777000000000001,0.564
2000-07-17,8.34000015,4.9,7.71,0,40.8107548817372,877.44257729573,0.008664995,0.0302245229087266,1.014732075,0,0,106.26658577295,0,1510.49,1505.26,1517.32,1509.98,30.07147123,50.23,0.63000015,0,0,0.0,58.0832851723857,0.011064747,6.58,5.96,-0.0290390852148033,4.0,1592.0,0.00599999999999934,6.148,108.62,0.007456538,50.0,62.9,51.4,33240.0,7.453231832,48540.0,1621.0,2.02,0.0223732902902692,19.45,4.9246,36.9303,24.6,2.0857,1277.0,41.82,0.36,0.010646,-0.001698,0.006279,0.627
2000-07-18,8.39000034,4.9,7.7,0,40.346690037117895,877.44257729573,0.008664995,0.0360452611125357,0.962347429,0,0,105.39786980555,0,1493.74,1491.35,1510.49,1510.49,29.74985063,50.21,0.69000034,0,0,0.0046565905630473105,57.43272323921679,0.011196152,6.47,5.97,-0.01764508955229,4.0,1592.0,-0.0110000000000001,6.141,109.38,0.007456538,50.0,62.9,51.4,52620.0,9.38337222,30660.0,1626.0,2.02,0.0236246316600235,19.75,4.8721,37.2096,24.6,2.105,1152.0,61.51,0.45,0.010955,-0.004203,0.00462,0.627
2000-07-19,8.38000011,4.9,7.72,0,40.017102932011,877.44257729573,0.008664995,0.0360452611125357,0.8944673209999999,0,0,104.55118972777001,0,1481.96,1479.92,1495.63,1493.74,29.51523601,50.21,0.660000109999999,0,0,0.00349244292228548,56.9735730504792,0.011280723000000001,6.45,5.98,-0.0193923045415918,4.0,1592.0,-0.0280000000000005,6.154,109.54,0.007456538,50.0,62.9,51.4,53400.0,11.3964006,31140.0,1628.0,2.02,0.0232758265756273,19.65,4.833,36.585,24.6,2.112,1153.0,35.13,0.55,0.010316,-0.004267,0.020981,0.627
2000-07-20,8.39999962,4.9,7.62,0,40.3731191639405,877.44257729573,0.008664995,0.0360452611125357,0.9160183279999999,0,0,106.00267868908001,1,1495.57,1481.96,1501.92,1481.96,29.78629755,50.21,0.779999619999999,0,0,0.00232829528152365,57.49035585538,0.011166445,6.52,6.0,-0.0366185889787244,4.0,1554.0,-0.16899999999999998,6.002000000000001,108.62,0.007456538,50.0,62.9,51.4,30660.0,13.6221109,34500.0,1629.0,2.02,0.0205834872858303,18.94,4.8755,36.5504,24.6,1.984,1633.0,22.91,0.4,0.010604,-0.005233,0.014209000000000001,0.627
2000-07-21,8.30000019,4.3,7.6,0,39.94656687258029,877.44257729573,0.008664995,0.0360452611125357,0.856757593,0,0,103.93540653206999,2,1480.19,1477.91,1495.57,1495.57,29.474113899999995,50.22,0.700000190000001,0,0,0.0011641476407618198,56.892997867340405,0.01128247,6.51,5.94,-0.0397582194053871,4.0,1554.0,-0.11799999999999901,5.997999999999999,108.44,0.007456538,50.0,62.9,51.4,46980.0,9.932427834,30660.0,1628.0,2.02,0.0210377140515256,18.94,4.8285,36.6579,24.6,1.9798,1081.0,40.18,0.55,0.010937,-0.005705,-0.006914,0.627
2000-07-24,8.27999973,4.3,7.61,0,39.506245227399894,877.44257729573,0.008664995,0.0360452611125357,0.833947606,0,0,103.34158322075001,3,1464.29,1463.8,1485.88,1480.19,29.16331408,50.21,0.66999973,0,0,0.0,56.275888781439804,0.011459697,6.52,5.97,-0.0276735417092869,4.0,1554.0,-0.11199999999999999,6.034,108.63,0.007456538,50.0,62.9,51.4,51360.0,11.9015331,35460.0,1629.0,2.02,0.0254127886489786,19.92,4.7779,36.8706,24.6,2.006,1080.0,71.02,0.41,0.012293,-0.007527,-0.007404000000000001,0.654
2000-07-25,8.30000019,4.3,7.61,0,39.769607355560105,877.44257729573,0.008664995,0.0360452611125357,0.859478368,0,0,103.6714994482,4,1474.47,1464.29,1476.23,1464.29,29.36021505,50.22,0.69000019,0,0,0.0,56.660963169986,0.011382178,6.46,6.01,-0.0247625753683733,4.0,1554.0,-0.156000000000001,6.028,108.31,0.007456538,50.0,62.9,51.4,30660.0,11.65108243,31200.0,1629.0,2.02,0.0231277896999858,19.39,4.8104,36.863,24.6,2.0075,1419.0,55.3,0.46,0.011640000000000001,-0.002712,0.017125,0.654
2000-07-26,8.30000019,4.3,7.62,0,39.1638311934194,877.44257729573,0.008664995,0.0360452611125357,0.878655257,0,0,102.65985562668001,5,1452.42,1452.42,1474.47,1474.47,28.96729158,50.14,0.68000019,1,0,0.0,55.8080518085376,0.011488446999999999,6.49,5.99,-0.009973209929690691,4.0,1554.0,-0.145,6.027,107.97,0.007456538,50.0,62.9,51.4,52980.0,14.737656900000001,30660.0,1628.0,2.02,0.0239641974639398,19.67,4.7411,36.9289,24.6,2.0095,1321.0,24.81,0.5,0.012176000000000001,-0.00624,0.001825,0.654
2000-07-27,8.31000042,4.3,7.57,0,39.0777139177354,877.44257729573,0.008664995,0.0360452611125357,0.848959578,0,0,102.30797951485,4,1449.62,1445.33,1464.91,1452.42,29.17914654,49.68,0.740000419999999,1,0,0.0,55.695140424600105,0.011433265,6.52,6.02,0.000351646135331914,4.0,1554.0,-0.20199999999999999,6.0,108.92,0.071531835,50.0,62.9,51.4,33180.0,18.28909287,31980.0,1628.0,2.02,0.0226044106615258,19.6,4.7329,36.6207,24.6,1.9878,1395.0,27.11,0.46,0.01146,-0.006063000000000001,-0.005984000000000001,0.698
2000-07-28,8.26000023,4.3,7.59,0,38.2659323679369,877.44257729573,0.008664995,0.0360452611125357,0.844206103,0,0,99.99876015835899,3,1419.89,1413.89,1456.68,1449.62,28.60951038,49.63,0.6700002299999991,1,0,0.0,54.5480438946282,0.011705132,6.44,6.0,0.0285345820949906,4.0,1554.0,-0.155,6.034,109.74,0.071531835,50.0,62.9,51.4,53280.0,20.54938175,31680.0,1634.0,2.02,0.0265764171389032,20.84,4.6379,36.9938,24.6,2.0159,903.0,64.9,0.46,0.011728,-0.005647,-0.017755,0.5670000000000001
2000-07-31,8.28999996,4.3,7.6,0,38.550197335667896,877.44257729573,0.008664995,0.0360452611125357,0.9275915259999999,0,0,100.63656798365999,2,1430.83,1418.71,1437.65,1419.89,28.71999197,49.82,0.68999996,1,0,0.0,54.9632711249605,0.011619053,6.64,6.02,0.0340609946146297,4.0,1554.0,-0.188000000000001,6.031000000000001,109.61,0.071531835,50.0,62.9,51.4,33240.0,14.62763321,49920.0,1642.0,2.02,0.0261606088266469,20.74,4.6622,36.8267,24.6,2.0197,1659.0,72.25,0.43,0.01256,-0.003593,-0.001123,0.415
2000-08-01,8.31000042,4.3,7.57,0,38.735454648939,877.44257729573,0.010027845,0.0360452611125357,0.9530074479999999,0,0,101.25235117935999,1,1438.1,1428.96,1443.54,1430.83,28.86012442,49.83,0.740000419999999,1,0,0.0,55.234100525288106,0.011530561000000002,6.51,6.06,0.0317495364106859,4.0,1554.0,-0.252,5.984,110.6,0.071531835,50.0,62.9,51.4,31560.0,13.630377300000001,48240.0,1645.0,2.02,0.0250361942078991,20.55,4.6847,36.785,24.6,1.9808,1643.0,34.39,0.52,0.012155,-0.005183,-0.007076000000000001,0.415
2000-08-02,8.27000046,4.3,7.58,0,38.7410106553129,877.44257729573,0.010027845,0.0360452611125357,0.9840875,0,0,101.75814071750999,0,1438.7,1433.49,1451.59,1438.1,28.87216536,49.83,0.69000046,0,0,0.0,55.24885293333071,0.011464586,6.42,6.05,0.0183238301663828,4.0,1554.0,-0.26899999999999996,5.976,110.48,0.071531835,50.0,62.9,51.4,31080.0,12.87172855,43140.0,1646.0,2.02,0.0221819101846458,20.0,4.6859,36.5979,24.6,1.9861,1557.0,162.04,0.48,0.012047,-0.006717,-0.026164999999999997,0.415
2000-08-03,8.27999973,4.3,7.55,0,39.103141173032604,877.44257729573,0.010027845,0.0360452611125357,0.991505792,1,0,102.46189294118,0,1452.56,1425.43,1454.19,1438.7,28.87793241,50.3,0.72999973,0,0,0.0,55.7724318174782,0.011383661000000002,6.45,6.04,0.00654377456465414,4.0,1554.0,-0.271,5.952000000000001,110.98,0.06824286,50.0,62.9,51.4,31200.0,15.77364999,51480.0,1648.0,2.02,0.0217870632598671,19.99,4.7023,36.3487,24.6,1.9628,1300.0,35.8,0.49,0.012169,-0.008005,-0.020109000000000002,0.415
2000-08-04,8.26000023,4.3,7.54,0,39.3711336829578,877.44257729573,0.010027845,0.0360452611125357,1.092112444,0,0,103.01173173851,0,1462.93,1451.31,1462.93,1452.56,29.07253577,50.32,0.7200002299999989,0,0,0.0,56.161792463766496,0.011264141,6.44,6.04,0.00586449200290148,4.0,1554.0,-0.319,5.901,110.85,0.06824286,50.0,62.9,51.4,35760.0,12.98555174,49260.0,1650.0,2.02,0.0164991837190633,18.62,4.7355,36.1728,24.6,1.91,1664.0,25.33,0.35,0.012588,-0.004118,0.010255,0.37200000000000005
2000-08-07,8.23999977,4.3,7.55,0,39.800967819753104,877.44257729573,0.010027845,0.0360452611125357,1.0958600840000001,0,0,104.24329812991999,0,1479.32,1460.72,1480.8,1462.93,29.40994036,50.3,0.689999770000001,0,0,0.0,56.7818143856146,0.011142606000000001,6.46,6.04,0.0066176641504336895,4.0,1554.0,-0.284,5.956,110.85,0.06824286,52.0,63.4,52.5,32220.0,9.949964647,53100.0,1651.0,2.02,0.0181371964687833,19.03,4.7906,36.2108,24.6,1.9609999999999999,1711.0,35.46,0.42,0.011803,-0.004086,-0.012831,0.415
2000-08-08,8.26000023,4.3,7.53,0,39.8833323197977,877.44257729573,0.010027845,0.0360452611125357,1.096282599,0,0,104.63915875573,0,1482.8,1472.53,1484.4,1479.32,29.48498707,50.29,0.7300002299999989,0,0,0.0,56.906005853278295,0.011163738000000001,6.44,6.07,0.00198782013423153,4.0,1554.0,-0.34299999999999997,5.92,111.32,0.06824286,52.0,63.4,52.5,31740.0,9.677814055,50640.0,1647.0,2.02,0.0171930509208539,18.79,4.8017,35.8967,24.6,1.913,1583.0,18.69,0.42,0.012048999999999999,-0.0012109999999999998,-0.007197,0.424
2000-08-09,8.23999977,4.3,7.55,0,39.6050766631857,877.44257729573,0.010027845,0.0360452611125357,1.082979337,0,0,103.75946847615,0,1472.87,1471.32,1490.37,1482.8,29.2933572,50.28,0.689999770000001,0,0,0.0,56.51615045517679,0.011094224,6.48,6.05,0.00686025447794476,4.0,1554.0,-0.33599999999999897,5.916,111.44,0.06824286,52.0,63.4,52.5,53340.0,10.69709329,31260.0,1642.0,2.02,0.0190703886833047,19.18,4.7705,35.749,24.6,1.9108,1425.0,39.75,0.5,0.012279,-0.0017670000000000001,0.011405,0.38
2000-08-10,8.25,4.3,7.52,1,39.254665221448896,877.44257729573,0.010027845,0.0360452611125357,1.10088724,0,0,103.2536141928,0,1460.25,1459.85,1475.19,1472.87,29.03658779,50.29,0.73,0,0,0.0,56.02318339053021,0.011291251,6.52,6.06,0.0222048462986858,4.0,1554.0,-0.498,5.763,110.9,0.06824286,52.0,63.4,52.5,53460.0,10.93399428,31920.0,1641.0,2.02,0.0191474304871299,19.19,4.7297,35.6658,24.6,1.7655,1372.0,17.95,0.56,0.012106,-0.005208,-0.005867,0.359
2000-08-11,8.22999954,4.3,7.54,0,39.555093723713895,877.44257729573,0.010027845,0.0360452611125357,1.136644415,0,0,103.73744384656,0,1471.84,1453.06,1475.72,1460.25,29.2670511,50.29,0.68999954,0,0,0.0,56.4587991528522,0.011225806000000001,6.5,6.09,0.0141937301311865,4.0,1554.0,-0.51,5.79,111.21,0.06824286,52.0,63.4,52.5,33360.0,12.02968994,51060.0,1640.0,2.02,0.0165826290753155,18.55,4.7669,35.6549,24.6,1.7809,1997.0,25.45,0.49,0.012726000000000001,-0.007201999999999999,-0.026083,0.359
2000-08-14,8.23999977,4.3,7.53,0,40.0737824988664,877.44257729573,0.010027845,0.0330413537771355,1.131154381,0,0,105.05697926593001,0,1491.56,1468.56,1491.64,1471.84,29.65328032,50.3,0.70999977,0,0,-0.00240312586832019,57.205726606862,0.011085233,6.58,6.08,0.00696654417430028,4.0,1554.0,-0.507,5.771,111.08,0.06824286,52.0,63.4,52.5,32280.0,7.886444477,53940.0,1637.0,2.02,0.0141893727503644,17.88,4.8307,35.4826,24.6,1.7582,1756.0,99.39,0.41,0.013459,-0.004719,-0.010384000000000001,0.359
2000-08-15,8.22999954,4.3,7.54,0,39.7557017843361,881.7933216002409,0.010027845,0.0330413537771355,1.088106967,0,0,104.96901023797,0,1484.43,1482.74,1493.12,1491.56,29.51153082,50.3,0.68999954,0,0,-0.0018023444012401398,56.7583009024866,0.011133486000000001,6.63,6.08,0.00614135590880898,4.0,1554.0,-0.455,5.8020000000000005,110.51,0.06824286,52.0,63.4,52.5,37140.0,8.598089592000001,50400.0,1634.0,2.02,0.0144192375019236,17.98,4.8068,35.4588,24.6,1.7776,1181.0,75.24,0.46,0.011290999999999999,-0.005439,-0.005382,0.424
2000-08-16,8.23999977,4.3,7.55,0,39.6220466250157,881.7933216002409,0.010027845,0.0353601953958842,1.092457143,0,0,104.59517424174999,0,1479.85,1475.74,1496.09,1484.43,29.426327299999997,50.29,0.689999770000001,0,0,0.000653510360838896,56.57407622114761,0.011200595,6.48,6.08,0.0136527611966949,4.0,1512.0,-0.418,5.837999999999999,110.27,0.06824286,52.0,63.4,52.5,52140.0,9.391008712,32400.0,1632.0,2.02,0.0146787227434642,18.02,4.7935,35.1762,24.6,1.8052,1515.0,39.08,0.45,0.011332,-0.006745999999999999,-0.023924,0.424
